age,gender,income_bracket,customer_city,customer_state,customer_zip_code,avg_purchase_value,purchase_frequency,avg_discount_used,loyalty_program,product_category,quantity,online_purchases,in_store_purchases,avg_items_per_transaction,month_of_year,days_since_last_purchase,app_usage,website_visits,social_media_engagement,preferred_store,membership_years,churned,total_transactions,purchase_frequency_numeric,CLV,avg_spend_per_transaction,cluster_kmeans,cluster_hierarchical,cluster_dbscan_improved,cluster_dbscan
0.2950819672131147,0,0.0,2,2,11562,0.1547237585974651,0.5,0.36,0,Furniture,0.375,0.1313131313131313,0.0202020202020202,0.3555555555555555,11,0.9010989010989012,High,98,Medium,3,0.1111111111111111,0,71,1,-0.47441283223187924,0.06534093301423853,0,2,0,0
0.3606557377049181,0,1.0,0,0,93685,0.1615200930669224,0.0,0.64,0,Electronics,0.25,0.696969696969697,0.5050505050505051,0.5911111111111111,9,0.631868131868132,High,62,Medium,0,0.2222222222222222,0,29,365,-0.2507979898698448,-0.539892013848268,0,2,0,0
0.1639344262295082,2,0.5,3,1,32141,0.0732289732024409,0.5,0.28,1,Clothing,0.125,0.2626262626262626,0.5555555555555556,0.9533333333333333,6,0.6648351648351649,Medium,22,High,2,0.7777777777777777,0,65,52,-0.42408855445993787,-0.5361035375288268,0,2,0,0
0.1639344262295082,1,0.0,2,1,80781,0.5633202032777516,0.5,0.6,0,Clothing,0.375,0.9595959595959596,0.8181818181818182,0.8322222222222222,6,0.2362637362637362,High,54,Low,2,0.6666666666666666,1,11,1,-0.4682882314614913,1.6682320805478075,1,1,0,0
0.3770491803278689,1,0.5,3,2,70478,0.9660387370655344,0.0,0.8,0,Groceries,0.25,0.5151515151515152,0.2626262626262626,0.7822222222222222,3,0.8324175824175825,High,35,Low,1,0.7777777777777777,0,3,365,4.212422511024297,-0.5312452679715932,2,0,0,0
0.8524590163934428,1,0.5,0,2,46924,0.8738902381778475,0.5,0.4,0,Clothing,0.125,0.9393939393939394,0.0707070707070707,0.1522222222222222,11,0.7060439560439561,Low,63,High,2,1.0,1,79,1,-0.4597711122278423,2.886573468760511,1,1,0,0
0.5737704918032788,0,0.5,3,2,40401,0.0635753209380166,0.5,0.28,1,Groceries,0.5,0.787878787878788,0.797979797979798,0.4511111111111111,2,0.1895604395604395,Low,10,Medium,1,1.0,1,38,52,-0.418205682118627,-0.536831816473712,0,2,0,0
0.639344262295082,1,0.0,3,0,52762,0.6867767414331488,0.5,0.14,0,Groceries,0.625,0.494949494949495,0.1717171717171717,0.7455555555555555,5,0.2554945054945055,High,21,Medium,2,0.6666666666666666,0,13,1,-0.46688157896751586,2.1525421980018815,1,1,0,0
0.3770491803278689,2,0.5,0,0,38197,0.0813111006796334,0.5,0.06,0,Toys,0.125,0.5353535353535354,0.9696969696969696,0.3677777777777777,12,0.9368131868131868,High,45,Medium,3,1.0,1,66,52,-0.402443453759123,-0.535493815621481,0,2,0,0
0.0327868852459016,1,0.0,3,1,47478,0.8592975080106945,0.5,0.2,0,Furniture,1.0,0.9090909090909092,0.3636363636363636,0.211111111111111,9,0.6401098901098902,High,65,Low,3,0.7777777777777777,0,75,52,0.11926594967816298,-0.4768019232323008,0,2,0,0
0.3442622950819672,0,1.0,3,1,74500,0.6168540931077412,0.0,0.64,1,Furniture,0.0,0.2626262626262626,0.7676767676767677,0.2288888888888888,8,0.5082417582417583,High,27,High,3,1.0,1,23,365,3.3733308890411906,-0.5349982088174804,2,0,0,0
0.8524590163934428,1,1.0,2,2,69058,0.5752801191909708,0.5,0.26,0,Clothing,0.375,0.0303030303030303,0.3838383838383838,0.3733333333333333,9,0.5274725274725275,Medium,76,Medium,3,0.8888888888888888,0,83,52,-0.020248211961866092,-0.49822841328943335,0,2,0,0
0.0163934426229508,2,0.0,0,2,58301,0.2410759842439332,0.5,0.54,0,Toys,1.0,0.303030303030303,1.0,0.5222222222222221,11,0.7142857142857143,High,43,Medium,0,0.1111111111111111,0,61,1,-0.47424885067288847,0.40409380240557363,0,3,0,0
0.3770491803278689,1,0.0,2,2,21585,0.80345735453191,0.0,0.12,1,Furniture,1.0,0.3232323232323232,0.3636363636363636,0.7133333333333334,2,0.8406593406593407,Low,0,Medium,2,0.8888888888888888,0,66,365,3.980492861822357,-0.5329926481094351,2,0,0,0
0.7049180327868853,0,0.5,0,2,80677,0.0852909361797661,0.5,0.68,0,Electronics,0.75,0.696969696969697,0.6060606060606061,0.9344444444444444,6,0.7637362637362638,Medium,50,Medium,1,1.0,1,81,52,-0.3989064750133194,-0.5351935737731667,0,2,0,0
0.4754098360655738,1,1.0,3,2,79310,0.3758393371022715,0.5,0.12,0,Toys,0.125,0.4242424242424242,0.9494949494949496,0.0977777777777777,9,0.5631868131868132,High,88,Low,1,0.4444444444444444,1,50,1,-0.4718517976214918,0.93275964891727,1,3,0,0
0.6065573770491803,2,0.0,0,0,63089,0.0665959140355531,0.5,0.14,0,Electronics,0.375,0.5858585858585859,0.1717171717171717,0.6444444444444444,9,0.6648351648351649,Medium,16,High,2,0.8888888888888888,1,91,52,-0.4220973664252633,-0.5366039406093505,0,2,0,0
0.0163934426229508,2,0.0,2,2,64368,0.3495316039757536,1.0,1.0,1,Groceries,0.0,0.9191919191919192,0.6767676767676768,0.9188888888888886,8,0.3269230769230769,Low,27,Low,3,0.0,0,81,12,-0.4747066502887709,-0.4273626121104864,0,2,0,0
0.9672131147540984,1,0.0,2,2,49343,0.1390289201379676,0.0,0.68,0,Clothing,0.5,0.4242424242424242,0.4747474747474748,0.6366666666666667,4,0.7802197802197803,Medium,68,Low,1,0.7777777777777777,0,8,365,0.199848603907342,-0.5401337428103445,0,2,0,0
0.3278688524590164,0,0.0,2,1,66903,0.350633712268098,0.5,0.96,1,Toys,0.625,0.303030303030303,0.8181818181818182,0.5633333333333332,9,0.1071428571428571,Low,42,Medium,2,0.5555555555555556,0,93,52,-0.3015861521323463,-0.5151759108504319,0,2,0,0
0.5245901639344263,1,0.0,2,1,67111,0.3068147029409963,1.0,0.12,1,Toys,0.5,0.0808080808080808,0.5454545454545455,0.0422222222222222,10,0.4752747252747253,Low,40,Low,1,0.4444444444444444,1,23,12,-0.44674010118388474,-0.44132719407763493,0,2,0,0
0.180327868852459,2,0.5,3,0,61623,0.0081841745412984,0.0,0.3,0,Electronics,0.5,1.0,0.0707070707070707,0.3977777777777777,7,0.6126373626373627,High,50,Medium,1,0.3333333333333333,0,68,365,-0.4576885735586744,-0.541540026273024,0,2,0,0
0.9344262295081968,2,1.0,1,2,33297,0.7082270343082229,0.5,0.82,0,Groceries,1.0,0.4848484848484848,0.6161616161616162,0.3133333333333333,12,0.0439560439560439,Low,99,Low,3,1.0,1,75,52,0.15471232129137835,-0.48819879585395176,0,2,0,0
0.3442622950819672,0,1.0,3,0,26320,0.9620384921525806,0.5,0.12,1,Furniture,0.375,0.4141414141414142,0.7272727272727273,0.8599999999999999,4,0.9835164835164836,Low,91,High,3,0.0,1,11,1,-0.4747066502887709,3.23237201352562,1,1,0,0
0.9836065573770492,2,0.0,0,1,94542,0.8197440659632222,0.0,0.08,0,Electronics,1.0,0.8484848484848485,0.3737373737373737,0.2066666666666666,11,0.4450549450549451,Low,7,High,1,0.1111111111111111,0,55,365,0.09348208775306456,-0.5328176029989659,0,2,0,0
0.7049180327868853,2,0.0,3,0,28124,0.9328530318182744,0.5,0.28,1,Furniture,0.5,0.686868686868687,0.8080808080808082,0.2455555555555555,12,0.7527472527472528,High,90,High,1,0.0,1,23,52,-0.4747066502887709,-0.4712528379947393,0,2,0,0
0.3934426229508196,1,0.0,1,1,32593,0.7744351695001733,0.5,0.36,0,Groceries,0.625,0.7070707070707072,0.9292929292929294,0.7066666666666666,3,0.4505494505494505,Low,79,High,2,0.3333333333333333,1,28,1,-0.47029472857576904,2.4964191949377796,1,1,0,0
0.7868852459016394,2,1.0,1,2,55973,0.498785639937139,0.5,0.26,0,Electronics,0.375,0.2222222222222222,0.9595959595959596,0.3355555555555555,2,0.5384615384615385,High,63,Low,1,0.0,1,75,1,-0.4747066502887709,1.4150681540492491,1,3,0,0
0.4262295081967213,1,0.5,3,1,62306,0.0441047411065983,1.0,0.22,0,Electronics,0.5,0.97979797979798,0.7777777777777778,0.8511111111111112,3,0.4505494505494505,High,91,Medium,1,0.4444444444444444,1,71,12,-0.47068644722779446,-0.5272097067776519,0,2,0,0
0.9508196721311476,2,1.0,2,0,26972,0.0378594607833132,0.0,0.4,1,Clothing,0.375,0.686868686868687,0.0707070707070707,0.6366666666666667,3,0.9945054945054946,Medium,7,Low,0,0.6666666666666666,0,60,365,-0.3172576112148106,-0.5412210844301389,0,2,0,0
0.6721311475409837,1,1.0,3,1,17351,0.4233524501500091,0.5,0.22,0,Electronics,0.625,0.4747474747474748,0.9191919191919192,0.5955555555555556,1,0.4725274725274725,Medium,50,High,1,0.2222222222222222,0,36,1,-0.4730987706016308,1.119149788350744,1,3,0,0
0.4426229508196722,1,1.0,0,0,67043,0.6409984284752127,1.0,0.58,1,Groceries,0.5,0.1515151515151515,0.1212121212121212,0.3088888888888888,11,0.5934065934065934,Medium,97,Low,0,0.4444444444444444,1,76,12,-0.4162788309754496,-0.33207919353769705,0,2,0,0
0.9672131147540984,2,1.0,3,1,62751,0.3286527746596729,1.0,0.3,1,Furniture,0.75,0.4747474747474748,0.8080808080808082,0.9388888888888888,4,0.5274725274725275,High,37,Medium,0,0.3333333333333333,0,76,12,-0.452238812520063,-0.4341881101288299,0,2,0,0
0.2459016393442623,2,0.5,2,0,38995,0.7244321080882502,0.0,0.16,1,Furniture,0.875,0.686868686868687,0.0202020202020202,0.2122222222222222,11,0.5027472527472527,Medium,71,Medium,2,0.8888888888888888,1,40,365,3.542295068978242,-0.5338419897983284,2,0,0,0
0.2295081967213115,0,1.0,1,1,66432,0.4842949568340918,0.5,0.92,0,Electronics,0.375,0.9292929292929294,0.9292929292929294,0.6466666666666667,3,0.565934065934066,Medium,68,Low,0,0.1111111111111111,0,70,1,-0.473786981554833,1.3582223641017548,1,3,0,0
1.0,0,1.0,2,2,49394,0.7241667857215747,0.0,0.84,1,Clothing,0.625,0.8080808080808082,0.1717171717171717,0.8088888888888888,2,0.1923076923076923,Medium,13,Low,0,0.3333333333333333,0,5,365,1.0311172862131885,-0.5338448414104037,3,2,0,0
1.0,1,0.0,3,0,64680,0.323693287344123,0.5,0.3,1,Furniture,1.0,0.0101010101010101,0.303030303030303,0.2466666666666667,4,0.5741758241758242,Medium,31,Medium,1,0.5555555555555556,0,9,1,-0.47163320721905555,0.7281948695991745,0,3,0,0
0.7540983606557378,1,0.0,0,0,10997,0.794681307018797,0.5,0.26,0,Groceries,0.875,0.1919191919191919,0.5050505050505051,0.9166666666666664,7,0.6291208791208792,High,43,Low,0,0.3333333333333333,1,59,52,-0.23928897263859492,-0.48167661908749493,0,2,0,0
1.0,2,0.0,0,0,43560,0.1744392513827377,0.5,0.5,0,Groceries,0.625,0.9494949494949496,0.1717171717171717,0.5555555555555556,10,0.8406593406593407,High,7,Low,2,1.0,0,66,52,-0.31967815110731984,-0.528468156370928,0,2,0,0
0.8196721311475411,1,0.5,1,1,71882,0.8479090556564687,0.0,0.68,1,Toys,0.25,0.2525252525252525,0.9494949494949496,0.5944444444444443,3,0.6510989010989011,High,92,High,3,0.0,0,30,365,-0.4747066502887709,-0.5325148934094327,0,2,0,0
0.7049180327868853,0,0.5,2,2,24662,0.1439067698022327,1.0,0.7,1,Toys,0.375,0.5454545454545455,0.5555555555555556,0.3588888888888889,7,0.8241758241758242,High,10,Medium,0,0.2222222222222222,0,29,12,-0.46814800804375817,-0.4945834259275057,0,2,0,0
0.8852459016393442,1,0.5,1,0,90106,0.9998571341102516,0.5,0.32,1,Electronics,0.25,0.2323232323232323,0.3535353535353536,0.3666666666666666,4,0.5576923076923077,Medium,22,Low,1,0.8888888888888888,1,30,52,0.3151581417655474,-0.4661979970305567,0,2,0,0
0.836065573770492,1,1.0,2,2,73957,0.7566993897585566,0.5,0.42,1,Furniture,0.0,0.0707070707070707,0.797979797979798,0.1077777777777777,4,0.2225274725274725,Low,47,High,0,0.5555555555555556,0,94,1,-0.46752184730940355,2.426843150621762,1,1,0,0
0.918032786885246,1,0.0,3,0,78757,0.3913504908463783,0.5,0.92,0,Clothing,1.0,0.98989898989899,0.101010101010101,0.2011111111111111,11,0.184065934065934,Low,26,Medium,0,1.0,1,6,52,-0.12690374028475487,-0.5121042057869094,0,2,0,0
0.0327868852459016,1,1.0,2,1,55287,0.0259811825213788,0.5,0.44,0,Clothing,0.125,0.6666666666666667,0.2222222222222222,0.0733333333333333,8,0.5934065934065934,High,68,Medium,1,0.6666666666666666,0,35,52,-0.4593132350976327,-0.539667947163942,0,2,0,0
0.5901639344262296,0,0.0,3,0,70894,0.4084127599648958,1.0,0.16,0,Toys,0.125,0.494949494949495,0.0202020202020202,0.5233333333333332,5,0.3873626373626374,High,51,High,0,0.1111111111111111,1,62,12,-0.46539981509057565,-0.40811377361300744,0,2,0,0
0.8196721311475411,2,0.0,3,2,10347,0.7739861624181071,0.5,0.6,1,Electronics,0.625,0.494949494949495,0.101010101010101,0.4766666666666666,6,0.598901098901099,High,67,Medium,1,0.8888888888888888,0,10,1,-0.4629483469815513,2.4946577760943365,1,1,0,0
0.0983606557377049,2,0.0,1,1,39795,0.587035940975978,0.5,0.54,0,Furniture,0.625,0.0808080808080808,0.0101010101010101,0.2811111111111111,8,0.4065934065934066,Low,26,High,0,0.2222222222222222,0,75,1,-0.4724771056982483,1.761267021278777,1,1,0,0
0.3278688524590164,1,1.0,0,2,87812,0.7156968794007795,0.5,0.62,0,Groceries,0.125,0.5656565656565657,0.0606060606060606,0.1166666666666666,11,0.4697802197802198,Low,0,High,0,0.6666666666666666,0,74,52,-0.05066824454828137,-0.4876352650001927,0,2,0,0
0.1311475409836066,0,1.0,1,1,98831,0.950343898606037,1.0,0.98,0,Clothing,0.5,0.4545454545454546,0.0,0.1955555555555555,6,0.7527472527472528,Low,57,High,2,0.6666666666666666,0,6,12,-0.3447690737052627,-0.23095106698439075,0,2,0,0
0.6229508196721312,0,0.5,3,2,74012,0.8427046553870645,0.5,0.5,0,Toys,0.0,0.8282828282828284,0.9292929292929294,0.0999999999999999,8,0.4340659340659341,High,66,High,0,0.3333333333333333,1,43,52,-0.22506245812769615,-0.47805370078450327,0,2,0,0
0.278688524590164,0,1.0,1,0,49612,0.4355572790170826,0.5,0.78,0,Toys,0.5,0.686868686868687,0.5252525252525253,0.8799999999999999,10,0.4395604395604396,Medium,74,Medium,3,0.5555555555555556,1,31,1,-0.47057106715189856,1.1670283550952532,1,3,0,0
0.0491803278688524,1,1.0,3,0,59175,0.9502214421291098,0.5,0.5,1,Groceries,0.75,0.2424242424242424,0.98989898989899,0.7544444444444445,8,0.6428571428571429,Low,30,Medium,3,0.2222222222222222,0,21,1,-0.4710977382474139,3.1860146721459026,1,1,0,0
0.3934426229508196,1,0.5,3,2,10545,0.6746739596301813,1.0,0.54,1,Clothing,0.125,0.797979797979798,0.4848484848484848,0.1844444444444444,10,0.7692307692307693,Medium,89,Medium,2,0.2222222222222222,1,53,12,-0.44395795695543017,-0.3210703257661754,0,2,0,0
0.9672131147540984,0,0.0,1,1,42205,0.1358450517378615,0.0,0.64,0,Groceries,1.0,0.8989898989898991,0.1414141414141414,0.2933333333333333,3,0.2307692307692307,Medium,36,Low,0,0.1111111111111111,0,92,365,-0.3805484468677214,-0.5401679621552483,0,2,0,0
0.2131147540983606,1,0.0,2,2,59026,0.1920729840602485,1.0,0.48,0,Groceries,0.125,0.9494949494949496,0.3434343434343435,0.5222222222222221,2,0.9587912087912088,Medium,84,Low,0,1.0,1,68,12,-0.43531433433994576,-0.4788374089936927,0,2,0,0
0.8032786885245903,2,1.0,2,0,63036,0.4659673041206604,0.5,0.74,1,Toys,0.5,0.9292929292929294,0.202020202020202,0.7333333333333332,6,0.1538461538461538,Medium,68,Low,0,0.7777777777777777,1,17,1,-0.46851259668129686,1.2863244494921073,1,3,0,0
0.9344262295081968,2,0.5,2,0,60429,0.5853011408861767,1.0,0.48,0,Clothing,0.0,0.5656565656565657,0.4141414141414142,0.5277777777777777,6,0.0219780219780219,Low,30,Medium,1,0.0,0,13,12,-0.4747066502887709,-0.3502871936276867,0,2,0,0
0.1311475409836066,1,1.0,0,0,26009,0.9322203400208174,0.5,0.94,1,Toys,0.375,0.0606060606060606,0.4444444444444445,0.4644444444444444,2,0.4642857142857143,Medium,83,High,0,0.5555555555555556,0,38,1,-0.46585528927664493,3.1153977894223965,1,1,0,0
0.4098360655737705,2,0.5,0,1,88376,0.8005388084984794,0.5,0.26,0,Groceries,0.375,0.303030303030303,0.97979797979798,0.2444444444444444,8,0.6153846153846154,Medium,98,Medium,0,0.7777777777777777,1,2,52,0.07865014759031157,-0.48123472467484785,0,2,0,0
0.8524590163934428,2,0.0,1,0,51383,0.9216278547666182,0.5,0.32,1,Electronics,0.5,0.5858585858585859,0.8282828282828284,0.5255555555555556,12,0.1071428571428571,High,71,Low,0,1.0,1,33,1,-0.458955235177898,3.073844317615707,1,1,0,0
0.0163934426229508,1,1.0,3,1,64436,0.2702818539910606,0.0,0.62,1,Groceries,0.75,0.0404040404040404,0.5858585858585859,0.3,3,0.7829670329670331,Medium,60,High,2,0.0,0,42,365,-0.4747066502887709,-0.5387230722521645,0,2,0,0
0.3114754098360656,0,0.0,0,2,19184,0.939771822764659,0.5,0.68,0,Groceries,0.875,0.8787878787878789,0.9393939393939394,0.9333333333333332,3,0.5109890109890111,Low,71,Low,0,0.4444444444444444,1,40,1,-0.4675682008770124,3.1450216517894,1,1,0,0
0.4426229508196722,2,0.5,2,0,14576,0.3868196012000734,0.0,0.62,1,Toys,0.875,0.4848484848484848,0.4141414141414142,0.2733333333333333,3,0.554945054945055,Low,64,High,0,0.2222222222222222,1,33,365,0.061525449903282174,-0.537470556486777,0,2,0,0
0.7540983606557378,1,1.0,2,1,72244,0.1773169785905259,0.0,0.64,1,Clothing,0.25,0.7474747474747475,0.4343434343434343,0.6488888888888888,6,0.532967032967033,Low,13,Low,3,0.3333333333333333,1,43,365,-0.10599580083470905,-0.5397222332523993,0,2,0,0
0.9672131147540984,1,0.0,1,2,78941,0.9277506786129762,0.5,0.2,1,Furniture,0.125,0.1111111111111111,0.9191919191919192,0.3333333333333333,5,0.0769230769230769,Medium,34,High,3,0.5555555555555556,1,69,52,-0.016642710550901586,-0.47163776344129604,0,2,0,0
0.0983606557377049,2,1.0,2,0,14018,0.1484172500357164,0.5,0.76,0,Toys,0.25,0.1111111111111111,0.4646464646464647,0.0911111111111111,10,0.0796703296703296,High,77,High,2,0.8888888888888888,1,50,1,-0.47245191354193916,0.04060100471314593,0,2,0,0
0.7049180327868853,2,0.5,2,0,37334,0.5443598587668632,0.0,0.32,0,Furniture,0.75,0.0505050505050505,0.787878787878788,0.44,9,0.4587912087912088,Low,82,High,1,0.0,1,21,365,-0.4747066502887709,-0.5357773569783659,0,2,0,0
0.9836065573770492,0,1.0,3,0,24625,0.331408045390534,0.5,0.68,0,Furniture,0.5,0.3333333333333333,0.3232323232323232,0.6799999999999999,4,0.2252747252747252,High,80,Medium,3,0.3333333333333333,1,56,1,-0.47281863382347317,0.7584592479092487,0,3,0,0
0.1147540983606557,2,1.0,2,2,82567,0.3568994020042043,0.5,0.86,0,Groceries,0.125,0.1313131313131313,0.3636363636363636,0.9144444444444444,4,0.9725274725274726,Low,36,Low,0,0.6666666666666666,0,34,52,-0.26324973634734616,-0.5147032224020602,0,2,0,0
0.7540983606557378,2,1.0,1,0,16272,0.6610608812784456,0.5,0.12,0,Groceries,0.125,0.4545454545454546,0.9595959595959596,0.5799999999999998,10,0.7967032967032968,Medium,2,Low,0,0.1111111111111111,0,32,52,-0.40942873486052184,-0.49175704668192194,0,2,0,0
0.5573770491803279,2,0.5,1,1,23663,0.1780313080392677,0.5,0.24,1,Furniture,0.25,0.797979797979798,0.5454545454545455,0.7055555555555555,12,0.1236263736263736,Low,69,High,0,0.4444444444444444,0,85,1,-0.4733543353380962,0.15677458388753224,0,2,0,0
0.2131147540983606,0,1.0,2,1,41100,0.8066004041063738,0.0,0.82,1,Furniture,0.25,0.9393939393939394,1.0,0.2233333333333332,1,0.4450549450549451,Medium,58,Medium,2,0.1111111111111111,1,85,365,0.08437182888840764,-0.5329588674740814,0,2,0,0
0.2622950819672132,1,0.5,0,0,47355,0.8884625589321794,0.0,0.44,1,Toys,0.0,0.4848484848484848,0.0606060606060606,0.9122222222222224,12,0.6758241758241759,Medium,45,High,2,0.0,1,16,365,-0.4747066502887709,-0.5320790354714598,0,2,0,0
0.5737704918032788,2,0.0,1,2,86461,0.0745147662101761,0.5,0.68,0,Furniture,0.125,0.4545454545454546,0.6262626262626263,0.1444444444444444,5,0.3653846153846154,Low,30,Low,3,0.6666666666666666,1,41,1,-0.47385763586398927,-0.24931252401907444,0,2,0,0
0.8032786885245903,1,0.0,1,2,94018,0.4618446027307794,0.5,0.74,0,Furniture,0.125,0.9696969696969696,0.1313131313131313,0.1444444444444444,8,0.3379120879120879,Medium,89,High,2,0.8888888888888888,0,30,1,-0.4676903634565299,1.2701514219295806,1,3,0,0
0.639344262295082,2,0.5,2,1,45889,0.1306814702940996,0.0,0.82,1,Electronics,0.875,0.8282828282828284,0.3535353535353536,0.0566666666666666,9,0.1016483516483516,Medium,94,Low,3,0.4444444444444444,1,1,365,-0.11238995767760487,-0.5402234589133293,0,2,0,0
0.0491803278688524,1,0.0,0,1,61913,0.0920056329979386,0.5,0.04,1,Groceries,0.25,0.5858585858585859,0.3434343434343435,0.8088888888888888,2,0.0961538461538461,Low,38,Medium,2,0.7777777777777777,1,12,52,-0.4111095555294679,-0.5346870118854982,0,2,0,0
0.0163934426229508,0,1.0,2,0,30431,0.7367185746066085,0.0,0.72,1,Electronics,0.875,0.0808080808080808,0.5656565656565657,0.6755555555555555,4,0.5714285714285715,Low,33,High,3,0.8888888888888888,1,33,365,3.6104239613574145,-0.5337099382237639,2,0,0,0
1.0,1,0.0,2,1,73620,0.728636447129416,1.0,0.74,0,Electronics,0.25,0.6767676767676768,0.0808080808080808,0.6011111111111112,10,0.8461538461538463,High,53,Medium,0,0.1111111111111111,1,95,12,-0.45810261633690597,-0.3034294491674459,0,2,0,0
0.0819672131147541,0,1.0,2,1,41040,0.5685041941343347,0.5,0.26,1,Groceries,0.0,0.8989898989898991,0.4141414141414142,0.0766666666666666,2,0.5137362637362638,Medium,16,Low,2,0.0,0,25,52,-0.4747066502887709,-0.49873959428246056,0,2,0,0
0.8688524590163934,2,1.0,3,2,56439,0.1679490581055983,0.0,0.4,1,Toys,0.875,0.2626262626262626,0.2727272727272727,0.4988888888888889,11,0.7445054945054945,Medium,49,Medium,2,1.0,1,98,365,0.5729872655114625,-0.5398229170941354,3,2,0,0
0.6721311475409837,2,1.0,0,2,36460,0.677265955058473,1.0,0.54,0,Electronics,0.125,0.787878787878788,0.5252525252525253,0.5522222222222222,5,0.0686813186813186,Low,94,Medium,2,0.2222222222222222,1,50,12,-0.44383982512092207,-0.32022297654982174,0,2,0,0
0.0491803278688524,1,0.5,2,0,98097,0.0265118272547298,0.0,0.38,1,Furniture,0.875,0.9393939393939394,0.97979797979798,0.6888888888888889,7,0.9450549450549453,High,42,Medium,2,0.2222222222222222,0,18,365,-0.4379543948068169,-0.5413430456850524,0,2,0,0
0.8688524590163934,0,1.0,2,0,39789,0.812335449109129,0.0,0.2,1,Electronics,0.0,0.2424242424242424,0.0202020202020202,0.3088888888888888,6,0.3516483516483517,Medium,9,Low,0,0.2222222222222222,1,77,365,0.651400565025116,-0.5328972287822996,3,2,0,0
0.459016393442623,2,1.0,1,0,95833,0.930485539931016,1.0,0.78,0,Clothing,0.625,0.9696969696969696,0.6363636363636365,0.6011111111111112,9,0.2912087912087912,High,38,Low,1,0.1111111111111111,1,59,12,-0.45350291616649213,-0.2374429629490518,0,2,0,0
0.278688524590164,2,0.0,0,1,92325,0.4715594832336673,0.0,0.1,1,Furniture,0.25,0.888888888888889,0.8686868686868687,0.2522222222222222,2,0.6153846153846154,Medium,54,Medium,3,0.2222222222222222,1,85,365,0.17899686234444737,-0.536559795460877,0,2,0,0
0.4098360655737705,2,0.5,0,1,76043,0.7709655693205706,0.5,0.96,0,Clothing,0.125,0.8080808080808082,0.2323232323232323,0.1111111111111111,3,0.2307692307692307,Medium,54,Low,3,0.4444444444444444,0,97,1,-0.46885044287598415,2.482808231147535,1,1,0,0
